train_number,line_direction_cid,direction_chinese,station_id,station_name,car_number_cn1,car_number_cn2,car1_congestion,car2_congestion,car3_congestion,car4_congestion,update_time,timestamp
"111,142",1,下行,BR01,動物園,111,142,1,1,1,1,2025-07-14 22:04:04,2025-07-14 22:04:04
"183,118",2,上行,BR09,BR 大安,183,118,1,1,1,1,2025-07-14 22:03:52,2025-07-14 22:03:52
"127,120",1,下行,BR10,BR 忠孝復興,127,120,2,1,1,2,2025-07-14 22:03:50,2025-07-14 22:03:50
"133,166",2,上行,BR19,內湖,133,166,2,1,1,1,2025-07-14 22:03:45,2025-07-14 22:03:45
"191,126",2,上行,BR11,BR 南京復興,191,126,2,2,1,1,2025-07-14 22:03:21,2025-07-14 22:03:21
"135,201",2,上行,BR24,BR 南港展覽館,135,201,1,1,1,1,2025-07-14 22:03:14,2025-07-14 22:03:14
"111,142",2,上行,BR02,木柵,111,142,1,1,1,1,2025-07-14 22:12:25,2025-07-14 22:12:25
"183,118",2,上行,BR13,松山機場,183,118,1,1,1,2,2025-07-14 22:11:53,2025-07-14 22:11:53
"133,166",2,上行,BR23,南港軟體園區,133,166,1,1,1,1,2025-07-14 22:11:47,2025-07-14 22:11:47
"113,104",1,下行,BR16,西湖,113,104,1,1,1,1,2025-07-14 22:11:44,2025-07-14 22:11:44
"127,120",1,下行,BR06,麟光,127,120,1,1,1,1,2025-07-14 22:11:09,2025-07-14 22:11:09
"191,126",2,上行,BR14,大直,191,126,2,1,2,3,2025-07-14 22:11:02,2025-07-14 22:11:02
"101,114",1,下行,BR09,BR 大安,101,114,2,3,2,2,2025-07-14 22:10:58,2025-07-14 22:10:58
"157,112",1,下行,BR12,中山國中,157,112,1,1,1,2,2025-07-14 22:10:52,2025-07-14 22:10:52
"129,198",1,下行,BR14,大直,129,198,2,2,1,1,2025-07-14 22:10:48,2025-07-14 22:10:48
"199,128",1,下行,BR20,大湖公園,199,128,1,1,1,1,2025-07-14 22:10:38,2025-07-14 22:10:38
"111,142",2,上行,BR01,動物園,111,142,1,1,1,1,2025-07-14 22:10:32,2025-07-14 22:10:32
"113,104",1,下行,BR17,港漧,113,104,1,1,1,1,2025-07-14 22:10:15,2025-07-14 22:10:15
"137,200",2,上行,BR18,文德,137,200,2,1,1,1,2025-07-14 22:09:50,2025-07-14 22:09:50
"127,120",1,下行,BR07,六張犁,127,120,2,1,1,1,2025-07-14 22:09:34,2025-07-14 22:09:34
"187,188",2,上行,BR15,劍南路,187,188,2,2,2,2,2025-07-14 22:09:31,2025-07-14 22:09:31
"183,118",2,上行,BR12,中山國中,183,118,1,1,1,1,2025-07-14 22:09:18,2025-07-14 22:09:18
"177,170",2,上行,BR05,辛亥,177,170,1,1,1,1,2025-07-14 22:09:17,2025-07-14 22:09:17
"101,114",1,下行,BR10,BR 忠孝復興,101,114,2,2,2,2,2025-07-14 22:09:16,2025-07-14 22:09:16
"103,194",1,下行,BR05,辛亥,103,194,1,2,1,1,2025-07-14 22:09:14,2025-07-14 22:09:14
"129,198",1,下行,BR15,劍南路,129,198,1,1,1,1,2025-07-14 22:08:46,2025-07-14 22:08:46
"183,118",2,上行,BR15,劍南路,183,118,1,1,1,1,2025-07-14 22:17:27,2025-07-14 22:17:27
"199,128",1,下行,BR16,西湖,199,128,1,1,1,1,2025-07-14 22:17:20,2025-07-14 22:17:20
"135,201",1,下行,BR22,東湖,135,201,1,1,1,1,2025-07-14 22:17:16,2025-07-14 22:17:16
"191,126",2,上行,BR17,港漧,191,126,1,1,2,1,2025-07-14 22:17:15,2025-07-14 22:17:15
"129,198",1,下行,BR12,中山國中,129,198,2,2,2,2,2025-07-14 22:16:51,2025-07-14 22:16:51
"101,114",1,下行,BR06,麟光,101,114,1,1,1,1,2025-07-14 22:16:36,2025-07-14 22:16:36
"177,170",2,上行,BR09,BR 大安,177,170,1,1,2,2,2025-07-14 22:16:33,2025-07-14 22:16:33
"157,112",1,下行,BR09,BR 大安,157,112,2,1,2,2,2025-07-14 22:16:24,2025-07-14 22:16:24
"111,142",2,上行,BR04,萬芳醫院,111,142,1,1,1,1,2025-07-14 22:16:15,2025-07-14 22:16:15
"113,104",1,下行,BR14,大直,113,104,2,2,2,2,2025-07-14 22:16:05,2025-07-14 22:16:05
"127,120",1,下行,BR04,萬芳醫院,127,120,1,1,1,1,2025-07-14 22:15:58,2025-07-14 22:15:58
"147,144",2,上行,BR01,動物園,147,144,1,1,1,1,2025-07-14 22:15:56,2025-07-14 22:15:56
"103,194",1,下行,BR02,木柵,103,194,1,1,1,1,2025-07-14 22:15:47,2025-07-14 22:15:47
"199,128",1,下行,BR17,港漧,199,128,1,1,1,1,2025-07-14 22:15:44,2025-07-14 22:15:44
"169,180",2,上行,BR12,中山國中,169,180,2,1,1,2,2025-07-14 22:15:40,2025-07-14 22:15:40
"135,201",1,下行,BR23,南港軟體園區,135,201,1,2,1,1,2025-07-14 22:15:26,2025-07-14 22:15:26
"183,118",2,上行,BR14,大直,183,118,1,1,1,2,2025-07-14 22:15:23,2025-07-14 22:15:23
"191,126",2,上行,BR16,西湖,191,126,2,1,2,3,2025-07-14 22:15:20,2025-07-14 22:15:20
"101,114",1,下行,BR07,六張犁,101,114,2,2,2,1,2025-07-14 22:15:00,2025-07-14 22:15:00
"157,112",1,下行,BR10,BR 忠孝復興,157,112,2,2,1,2,2025-07-14 22:14:28,2025-07-14 22:14:28
"103,194",1,下行,BR03,萬芳社區,103,194,1,1,1,1,2025-07-14 22:14:27,2025-07-14 22:14:27
"133,166",2,上行,BR24,BR 南港展覽館,133,166,1,1,1,1,2025-07-14 22:14:18,2025-07-14 22:14:18
"169,180",2,上行,BR11,BR 南京復興,169,180,3,2,1,2,2025-07-14 22:14:07,2025-07-14 22:14:07
"113,104",1,下行,BR15,劍南路,113,104,2,2,1,2,2025-07-14 22:14:04,2025-07-14 22:14:04
"129,198",1,下行,BR13,松山機場,129,198,2,2,1,1,2025-07-14 22:14:03,2025-07-14 22:14:03
"177,170",2,上行,BR08,科技大樓,177,170,1,1,1,1,2025-07-14 22:13:53,2025-07-14 22:13:53
"111,142",2,上行,BR03,萬芳社區,111,142,1,1,1,1,2025-07-14 22:13:53,2025-07-14 22:13:53
"127,120",1,下行,BR05,辛亥,127,120,1,1,1,1,2025-07-14 22:13:44,2025-07-14 22:13:44
"103,194",1,下行,BR04,萬芳醫院,103,194,1,1,1,1,2025-07-14 22:13:12,2025-07-14 22:13:12
"129,198",1,下行,BR09,BR 大安,129,198,3,3,2,2,2025-07-14 22:22:22,2025-07-14 22:22:22
"113,104",1,下行,BR12,中山國中,113,104,2,2,2,2,2025-07-14 22:22:07,2025-07-14 22:22:07
"157,112",1,下行,BR06,麟光,157,112,2,2,1,1,2025-07-14 22:22:04,2025-07-14 22:22:04
"147,144",2,上行,BR04,萬芳醫院,147,144,1,1,1,1,2025-07-14 22:21:55,2025-07-14 22:21:55
"191,126",2,上行,BR19,內湖,191,126,1,1,1,1,2025-07-14 22:21:39,2025-07-14 22:21:39
"199,128",1,下行,BR14,大直,199,128,2,1,1,2,2025-07-14 22:21:36,2025-07-14 22:21:36
"101,114",1,下行,BR04,萬芳醫院,101,114,1,1,1,1,2025-07-14 22:21:26,2025-07-14 22:21:26
"135,201",1,下行,BR20,大湖公園,135,201,1,1,1,1,2025-07-14 22:21:23,2025-07-14 22:21:23
"183,118",2,上行,BR17,港漧,183,118,1,1,2,2,2025-07-14 22:21:11,2025-07-14 22:21:11
"111,142",2,上行,BR06,麟光,111,142,1,1,1,1,2025-07-14 22:21:11,2025-07-14 22:21:11
"137,200",2,上行,BR23,南港軟體園區,137,200,1,1,1,1,2025-07-14 22:21:10,2025-07-14 22:21:10
"157,112",1,下行,BR07,六張犁,157,112,2,2,1,1,2025-07-14 22:20:27,2025-07-14 22:20:27
"127,120",1,下行,BR02,木柵,127,120,1,1,1,1,2025-07-14 22:20:02,2025-07-14 22:20:02
"183,118",2,上行,BR16,西湖,183,118,1,1,2,2,2025-07-14 22:19:40,2025-07-14 22:19:40
"199,128",1,下行,BR15,劍南路,199,128,2,1,1,2,2025-07-14 22:19:36,2025-07-14 22:19:36
"169,180",2,上行,BR13,松山機場,169,180,2,2,2,2,2025-07-14 22:19:23,2025-07-14 22:19:23
"113,104",1,下行,BR13,松山機場,113,104,2,2,2,2,2025-07-14 22:19:20,2025-07-14 22:19:20
"147,144",2,上行,BR03,萬芳社區,147,144,1,1,1,1,2025-07-14 22:19:20,2025-07-14 22:19:20
"137,200",2,上行,BR22,東湖,137,200,1,1,1,1,2025-07-14 22:19:19,2025-07-14 22:19:19
"101,114",1,下行,BR05,辛亥,101,114,1,1,1,1,2025-07-14 22:19:10,2025-07-14 22:19:10
"135,201",1,下行,BR21,葫洲,135,201,1,1,1,1,2025-07-14 22:19:00,2025-07-14 22:19:00
"191,126",2,上行,BR18,文德,191,126,1,1,2,1,2025-07-14 22:18:51,2025-07-14 22:18:51
"111,142",2,上行,BR05,辛亥,111,142,1,1,1,1,2025-07-14 22:18:38,2025-07-14 22:18:38
"127,120",1,下行,BR03,萬芳社區,127,120,1,1,1,1,2025-07-14 22:18:33,2025-07-14 22:18:33
"129,198",1,下行,BR11,BR 南京復興,129,198,2,1,2,2,2025-07-14 22:18:24,2025-07-14 22:18:24
"103,194",1,下行,BR01,動物園,103,194,1,1,1,1,2025-07-14 22:18:11,2025-07-14 22:18:11
"111,142",2,上行,BR09,BR 大安,111,142,1,1,1,2,2025-07-14 22:26:57,2025-07-14 22:26:57
"135,201",1,下行,BR17,港漧,135,201,1,1,1,1,2025-07-14 22:26:57,2025-07-14 22:26:57
"147,144",2,上行,BR06,麟光,147,144,1,1,1,1,2025-07-14 22:26:38,2025-07-14 22:26:38
"133,166",1,下行,BR23,南港軟體園區,133,166,1,1,1,1,2025-07-14 22:26:26,2025-07-14 22:26:26
"191,126",2,上行,BR21,葫洲,191,126,1,1,2,1,2025-07-14 22:26:22,2025-07-14 22:26:22
"129,198",1,下行,BR07,六張犁,129,198,2,2,2,2,2025-07-14 22:26:13,2025-07-14 22:26:13
"177,170",2,上行,BR13,松山機場,177,170,1,2,2,3,2025-07-14 22:26:01,2025-07-14 22:26:01
"113,104",1,下行,BR10,BR 忠孝復興,113,104,2,2,1,2,2025-07-14 22:25:59,2025-07-14 22:25:59
"101,114",1,下行,BR02,木柵,101,114,1,1,1,1,2025-07-14 22:25:31,2025-07-14 22:25:31
"111,142",2,上行,BR08,科技大樓,111,142,1,1,1,1,2025-07-14 22:25:16,2025-07-14 22:25:16
"199,128",1,下行,BR13,松山機場,199,128,1,1,2,2,2025-07-14 22:24:58,2025-07-14 22:24:58
"135,201",1,下行,BR18,文德,135,201,1,1,1,1,2025-07-14 22:24:49,2025-07-14 22:24:49
"147,144",2,上行,BR05,辛亥,147,144,1,1,1,1,2025-07-14 22:24:05,2025-07-14 22:24:05
"101,114",1,下行,BR03,萬芳社區,101,114,1,1,1,1,2025-07-14 22:24:01,2025-07-14 22:24:01
"129,198",1,下行,BR08,科技大樓,129,198,2,2,2,2,2025-07-14 22:23:56,2025-07-14 22:23:56
"113,104",1,下行,BR11,BR 南京復興,113,104,2,2,2,2,2025-07-14 22:23:49,2025-07-14 22:23:49
"137,200",2,上行,BR24,BR 南港展覽館,137,200,1,1,1,1,2025-07-14 22:23:35,2025-07-14 22:23:35
"191,126",2,上行,BR20,大湖公園,191,126,1,1,2,1,2025-07-14 22:23:23,2025-07-14 22:23:23
"183,118",2,上行,BR18,文德,183,118,1,1,1,1,2025-07-14 22:23:20,2025-07-14 22:23:20
"147,144",2,上行,BR09,BR 大安,147,144,1,1,1,2,2025-07-14 22:32:25,2025-07-14 22:32:25
"111,142",2,上行,BR12,中山國中,111,142,2,1,1,2,2025-07-14 22:32:23,2025-07-14 22:32:23
"113,104",1,下行,BR07,六張犁,113,104,2,2,1,1,2025-07-14 22:31:41,2025-07-14 22:31:41
"187,188",1,下行,BR24,BR 南港展覽館,187,188,1,1,1,1,2025-07-14 22:31:34,2025-07-14 22:31:34
"111,142",2,上行,BR11,BR 南京復興,111,142,2,2,1,2,2025-07-14 22:30:48,2025-07-14 22:30:48
"135,201",1,下行,BR15,劍南路,135,201,1,1,1,1,2025-07-14 22:30:47,2025-07-14 22:30:47
"147,144",2,上行,BR08,科技大樓,147,144,1,1,1,1,2025-07-14 22:30:43,2025-07-14 22:30:43
"183,118",2,上行,BR21,葫洲,183,118,1,1,1,1,2025-07-14 22:30:41,2025-07-14 22:30:41
"103,194",2,上行,BR03,萬芳社區,103,194,1,1,1,1,2025-07-14 22:30:33,2025-07-14 22:30:33
"133,166",1,下行,BR21,葫洲,133,166,1,1,1,1,2025-07-14 22:30:01,2025-07-14 22:30:01
"191,126",2,上行,BR23,南港軟體園區,191,126,1,1,1,1,2025-07-14 22:29:35,2025-07-14 22:29:35
"199,128",1,下行,BR11,BR 南京復興,199,128,2,1,2,2,2025-07-14 22:29:29,2025-07-14 22:29:29
"157,112",1,下行,BR03,萬芳社區,157,112,1,1,1,1,2025-07-14 22:29:26,2025-07-14 22:29:26
"113,104",1,下行,BR08,科技大樓,113,104,2,2,1,2,2025-07-14 22:29:13,2025-07-14 22:29:13
"103,194",2,上行,BR02,木柵,103,194,1,1,1,1,2025-07-14 22:29:05,2025-07-14 22:29:05
"111,142",2,上行,BR10,BR 忠孝復興,111,142,2,1,1,2,2025-07-14 22:28:49,2025-07-14 22:28:49
"135,201",1,下行,BR16,西湖,135,201,1,1,1,1,2025-07-14 22:28:27,2025-07-14 22:28:27
"191,126",2,上行,BR22,東湖,191,126,1,1,1,1,2025-07-14 22:28:19,2025-07-14 22:28:19
"147,144",2,上行,BR07,六張犁,147,144,1,1,1,1,2025-07-14 22:28:16,2025-07-14 22:28:16
"133,166",1,下行,BR22,東湖,133,166,1,1,1,1,2025-07-14 22:28:16,2025-07-14 22:28:16
"199,128",1,下行,BR07,六張犁,199,128,2,1,1,1,2025-07-14 22:37:05,2025-07-14 22:37:05
"183,118",2,上行,BR24,BR 南港展覽館,183,118,1,1,1,1,2025-07-14 22:36:50,2025-07-14 22:36:50
"147,144",2,上行,BR11,BR 南京復興,147,144,2,2,2,2,2025-07-14 22:36:04,2025-07-14 22:36:04
"135,201",1,下行,BR13,松山機場,135,201,1,1,1,1,2025-07-14 22:36:02,2025-07-14 22:36:02
"113,104",1,下行,BR05,辛亥,113,104,1,1,1,1,2025-07-14 22:35:52,2025-07-14 22:35:52
"133,166",1,下行,BR18,文德,133,166,1,1,1,1,2025-07-14 22:35:48,2025-07-14 22:35:48
"129,198",1,下行,BR03,萬芳社區,129,198,1,1,1,1,2025-07-14 22:35:22,2025-07-14 22:35:22
"103,194",2,上行,BR05,辛亥,103,194,1,1,1,1,2025-07-14 22:35:08,2025-07-14 22:35:08
"111,142",2,上行,BR13,松山機場,111,142,1,1,1,2,2025-07-14 22:35:04,2025-07-14 22:35:04
"199,128",1,下行,BR08,科技大樓,199,128,2,1,1,1,2025-07-14 22:34:53,2025-07-14 22:34:53
"127,120",2,上行,BR02,木柵,127,120,1,1,1,1,2025-07-14 22:34:24,2025-07-14 22:34:24
"147,144",2,上行,BR10,BR 忠孝復興,147,144,2,1,2,2,2025-07-14 22:34:13,2025-07-14 22:34:13
"133,166",1,下行,BR19,內湖,133,166,1,1,1,1,2025-07-14 22:34:04,2025-07-14 22:34:04
"185,176",1,下行,BR22,東湖,185,176,1,1,1,1,2025-07-14 22:33:20,2025-07-14 22:33:20
"199,128",1,下行,BR09,BR 大安,199,128,2,1,1,2,2025-07-14 22:33:19,2025-07-14 22:33:19
"113,104",1,下行,BR06,麟光,113,104,2,1,1,1,2025-07-14 22:33:17,2025-07-14 22:33:17
"103,194",2,上行,BR04,萬芳醫院,103,194,1,1,1,1,2025-07-14 22:33:09,2025-07-14 22:33:09
"113,104",1,下行,BR02,木柵,113,104,1,1,1,1,2025-07-14 22:42:10,2025-07-14 22:42:10
"129,198",1,下行,BR01,動物園,129,198,1,1,1,1,2025-07-14 22:41:33,2025-07-14 22:41:33
"103,194",2,上行,BR08,科技大樓,103,194,1,1,1,1,2025-07-14 22:41:32,2025-07-14 22:41:32
"133,166",1,下行,BR15,劍南路,133,166,1,1,1,1,2025-07-14 22:41:32,2025-07-14 22:41:32
"101,114",2,上行,BR03,萬芳社區,101,114,1,1,1,1,2025-07-14 22:41:20,2025-07-14 22:41:20
"113,104",1,下行,BR03,萬芳社區,113,104,1,1,1,1,2025-07-14 22:40:40,2025-07-14 22:40:40
"127,120",2,上行,BR05,辛亥,127,120,1,1,1,1,2025-07-14 22:40:39,2025-07-14 22:40:39
"147,144",2,上行,BR13,松山機場,147,144,2,1,2,1,2025-07-14 22:40:37,2025-07-14 22:40:37
"183,118",2,上行,BR24,BR 南港展覽館,183,118,1,1,1,1,2025-07-14 22:40:33,2025-07-14 22:40:33
"135,201",1,下行,BR11,BR 南京復興,135,201,1,1,1,1,2025-07-14 22:40:32,2025-07-14 22:40:32
"111,142",2,上行,BR15,劍南路,111,142,1,1,1,1,2025-07-14 22:40:31,2025-07-14 22:40:31
"101,114",2,上行,BR02,木柵,101,114,1,1,1,1,2025-07-14 22:39:51,2025-07-14 22:39:51
"133,166",1,下行,BR16,西湖,133,166,1,1,1,1,2025-07-14 22:39:28,2025-07-14 22:39:28
"135,201",1,下行,BR12,中山國中,135,201,1,1,1,1,2025-07-14 22:38:50,2025-07-14 22:38:50
"199,128",1,下行,BR06,麟光,199,128,2,2,1,1,2025-07-14 22:38:42,2025-07-14 22:38:42
"111,142",2,上行,BR14,大直,111,142,1,1,1,1,2025-07-14 22:38:29,2025-07-14 22:38:29
"127,120",2,上行,BR04,萬芳醫院,127,120,1,1,1,1,2025-07-14 22:38:29,2025-07-14 22:38:29
"127,120",2,上行,BR08,科技大樓,127,120,1,1,1,1,2025-07-14 22:47:17,2025-07-14 22:47:17
"191,126",1,下行,BR21,葫洲,191,126,1,1,1,1,2025-07-14 22:47:14,2025-07-14 22:47:14
"103,194",2,上行,BR11,BR 南京復興,103,194,2,2,1,2,2025-07-14 22:47:13,2025-07-14 22:47:13
"133,166",1,下行,BR13,松山機場,133,166,1,1,1,1,2025-07-14 22:47:02,2025-07-14 22:47:02
"187,188",1,下行,BR18,文德,187,188,1,1,1,1,2025-07-14 22:47:00,2025-07-14 22:47:00
"157,112",2,上行,BR03,萬芳社區,157,112,1,1,1,1,2025-07-14 22:47:00,2025-07-14 22:47:00
"185,176",1,下行,BR15,劍南路,185,176,1,1,1,1,2025-07-14 22:46:59,2025-07-14 22:46:59
"177,170",2,上行,BR23,南港軟體園區,177,170,1,1,1,1,2025-07-14 22:46:34,2025-07-14 22:46:34
"111,142",2,上行,BR18,文德,111,142,1,1,1,1,2025-07-14 22:46:25,2025-07-14 22:46:25
"199,128",1,下行,BR03,萬芳社區,199,128,1,1,1,1,2025-07-14 22:46:10,2025-07-14 22:46:10
"101,114",2,上行,BR05,辛亥,101,114,1,1,1,1,2025-07-14 22:46:05,2025-07-14 22:46:05
"147,144",2,上行,BR15,劍南路,147,144,1,1,1,1,2025-07-14 22:46:00,2025-07-14 22:46:00
"135,201",1,下行,BR08,科技大樓,135,201,1,1,1,1,2025-07-14 22:45:55,2025-07-14 22:45:55
"157,112",2,上行,BR02,木柵,157,112,1,1,1,1,2025-07-14 22:45:31,2025-07-14 22:45:31
"191,126",1,下行,BR22,東湖,191,126,1,1,1,1,2025-07-14 22:45:30,2025-07-14 22:45:30
"187,188",1,下行,BR19,內湖,187,188,1,1,1,1,2025-07-14 22:45:16,2025-07-14 22:45:16
"103,194",2,上行,BR10,BR 忠孝復興,103,194,1,1,1,1,2025-07-14 22:45:15,2025-07-14 22:45:15
"127,120",2,上行,BR07,六張犁,127,120,1,1,1,1,2025-07-14 22:44:51,2025-07-14 22:44:51
"113,104",1,下行,BR01,動物園,113,104,1,1,1,1,2025-07-14 22:44:48,2025-07-14 22:44:48
"177,170",2,上行,BR22,東湖,177,170,1,1,1,1,2025-07-14 22:44:42,2025-07-14 22:44:42
"185,176",1,下行,BR16,西湖,185,176,1,1,1,1,2025-07-14 22:44:40,2025-07-14 22:44:40
"111,142",2,上行,BR17,港漧,111,142,1,1,1,1,2025-07-14 22:44:14,2025-07-14 22:44:14
"135,201",1,下行,BR09,BR 大安,135,201,2,1,1,1,2025-07-14 22:44:06,2025-07-14 22:44:06
"101,114",2,上行,BR04,萬芳醫院,101,114,1,1,1,1,2025-07-14 22:43:56,2025-07-14 22:43:56
"147,144",2,上行,BR14,大直,147,144,1,1,1,1,2025-07-14 22:43:55,2025-07-14 22:43:55
"191,126",1,下行,BR23,南港軟體園區,191,126,1,1,1,1,2025-07-14 22:43:40,2025-07-14 22:43:40
"187,188",1,下行,BR20,大湖公園,187,188,1,1,1,1,2025-07-14 22:43:38,2025-07-14 22:43:38
"199,128",1,下行,BR04,萬芳醫院,199,128,1,1,1,1,2025-07-14 22:43:34,2025-07-14 22:43:34
"133,166",1,下行,BR14,大直,133,166,1,1,1,1,2025-07-14 22:43:33,2025-07-14 22:43:33
"103,194",2,上行,BR09,BR 大安,103,194,1,1,1,1,2025-07-14 22:43:25,2025-07-14 22:43:25
"127,120",2,上行,BR06,麟光,127,120,1,1,1,1,2025-07-14 22:43:12,2025-07-14 22:43:12
"185,176",1,下行,BR17,港漧,185,176,1,1,1,1,2025-07-14 22:43:10,2025-07-14 22:43:10
"185,176",1,下行,BR04,萬芳醫院,185,176,1,1,1,1,2025-07-14 23:12:16,2025-07-14 23:12:16
"199,128",2,上行,BR09,BR 大安,199,128,1,1,1,1,2025-07-14 23:12:05,2025-07-14 23:12:05
"147,144",1,下行,BR24,BR 南港展覽館,147,144,1,1,1,1,2025-07-14 23:11:59,2025-07-14 23:11:59
"101,114",2,上行,BR16,西湖,101,114,1,1,1,1,2025-07-14 23:11:30,2025-07-14 23:11:30
"183,118",1,下行,BR13,松山機場,183,118,1,1,1,1,2025-07-14 23:11:28,2025-07-14 23:11:28
"129,198",2,上行,BR11,BR 南京復興,129,198,1,1,1,1,2025-07-14 23:11:20,2025-07-14 23:11:20
"189,172",2,上行,BR06,麟光,189,172,1,1,1,1,2025-07-14 23:11:00,2025-07-14 23:11:00
"103,194",2,上行,BR21,葫洲,103,194,1,1,1,1,2025-07-14 23:10:23,2025-07-14 23:10:23
"187,188",1,下行,BR08,科技大樓,187,188,1,1,1,1,2025-07-14 23:10:22,2025-07-14 23:10:22
"157,112",2,上行,BR13,松山機場,157,112,1,1,1,1,2025-07-14 23:10:20,2025-07-14 23:10:20
"199,128",2,上行,BR08,科技大樓,199,128,1,1,1,1,2025-07-14 23:10:04,2025-07-14 23:10:04
"185,176",1,下行,BR05,辛亥,185,176,1,1,1,1,2025-07-14 23:10:01,2025-07-14 23:10:01
"127,120",2,上行,BR18,文德,127,120,1,1,1,1,2025-07-14 23:09:49,2025-07-14 23:09:49
"133,166",1,下行,BR02,木柵,133,166,1,1,1,1,2025-07-14 23:09:39,2025-07-14 23:09:39
"191,126",1,下行,BR11,BR 南京復興,191,126,1,1,1,1,2025-07-14 23:09:37,2025-07-14 23:09:37
"187,188",1,下行,BR09,BR 大安,187,188,2,1,1,1,2025-07-14 23:08:40,2025-07-14 23:08:40
"129,198",2,上行,BR10,BR 忠孝復興,129,198,1,1,1,1,2025-07-14 23:08:36,2025-07-14 23:08:36
"133,166",1,下行,BR03,萬芳社區,133,166,1,1,1,1,2025-07-14 23:08:35,2025-07-14 23:08:35
"101,114",2,上行,BR15,劍南路,101,114,1,1,1,1,2025-07-14 23:08:30,2025-07-14 23:08:30
"183,118",1,下行,BR14,大直,183,118,1,1,1,1,2025-07-14 23:08:12,2025-07-14 23:08:12
"189,172",2,上行,BR05,辛亥,189,172,1,1,1,1,2025-07-14 23:08:11,2025-07-14 23:08:11
"127,120",2,上行,BR21,葫洲,127,120,1,1,1,1,2025-07-14 23:17:21,2025-07-14 23:17:21
"199,128",2,上行,BR11,BR 南京復興,199,128,1,1,1,1,2025-07-14 23:17:09,2025-07-14 23:17:09
"183,118",1,下行,BR11,BR 南京復興,183,118,1,1,1,1,2025-07-14 23:16:50,2025-07-14 23:16:50
"191,126",1,下行,BR08,科技大樓,191,126,1,1,1,1,2025-07-14 23:16:34,2025-07-14 23:16:34
"129,198",2,上行,BR13,松山機場,129,198,1,1,1,1,2025-07-14 23:16:33,2025-07-14 23:16:33
"185,176",1,下行,BR02,木柵,185,176,1,1,1,1,2025-07-14 23:16:20,2025-07-14 23:16:20
"147,144",1,下行,BR22,東湖,147,144,1,1,1,1,2025-07-14 23:16:05,2025-07-14 23:16:05
"157,112",2,上行,BR15,劍南路,157,112,1,1,1,1,2025-07-14 23:15:52,2025-07-14 23:15:52
"189,172",2,上行,BR08,科技大樓,189,172,1,1,1,1,2025-07-14 23:15:49,2025-07-14 23:15:49
"169,180",1,下行,BR14,大直,169,180,1,1,1,1,2025-07-14 23:15:36,2025-07-14 23:15:36
