train_number,line_direction_cid,direction_chinese,station_id,station_name,car_number_cn1,car_number_cn2,car1_congestion,car2_congestion,car3_congestion,car4_congestion,update_time,timestamp
"185,176",2,上行,BR20,大湖公園,185,176,1,1,1,1,2025-07-15 20:09:27,2025-07-15 20:09:27
"37,38",1,下行,BR07,六張犁,37,38,2,2,2,1,2025-07-15 20:09:26,2025-07-15 20:09:26
"7,32",2,上行,BR04,萬芳醫院,7,32,1,1,1,1,2025-07-15 20:09:23,2025-07-15 20:09:23
"171,158",2,上行,BR23,南港軟體園區,171,158,1,1,1,1,2025-07-15 20:09:04,2025-07-15 20:09:04
"183,118",1,下行,BR17,港漧,183,118,1,1,1,2,2025-07-15 20:08:54,2025-07-15 20:08:54
"107,178",2,上行,BR10,BR 忠孝復興,107,178,2,1,1,1,2025-07-15 20:08:51,2025-07-15 20:08:51
"39,40",1,下行,BR03,萬芳社區,39,40,1,1,1,1,2025-07-15 20:08:47,2025-07-15 20:08:47
"9,4",1,下行,BR22,東湖,9,4,1,1,1,1,2025-07-15 20:08:39,2025-07-15 20:08:39
"195,122",2,上行,BR13,松山機場,195,122,1,1,1,2,2025-07-15 20:08:38,2025-07-15 20:08:38
"175,190",1,下行,BR15,劍南路,175,190,2,2,2,3,2025-07-15 20:08:25,2025-07-15 20:08:25
"157,112",2,上行,BR05,辛亥,157,112,1,1,1,1,2025-07-15 20:08:21,2025-07-15 20:08:21
"5,20",1,下行,BR12,中山國中,5,20,3,2,4,4,2025-07-15 20:08:20,2025-07-15 20:08:20
"199,128",2,上行,BR06,麟光,199,128,1,1,1,1,2025-07-15 20:17:25,2025-07-15 20:17:25
"127,120",1,下行,BR20,大湖公園,127,120,1,1,1,1,2025-07-15 20:17:12,2025-07-15 20:17:12
"175,190",1,下行,BR12,中山國中,175,190,3,2,2,3,2025-07-15 20:17:03,2025-07-15 20:17:03
"151,138",2,上行,BR22,東湖,151,138,2,1,1,1,2025-07-15 20:17:01,2025-07-15 20:17:01
"35,14",1,下行,BR10,BR 忠孝復興,35,14,3,3,3,2,2025-07-15 20:16:59,2025-07-15 20:16:59
"191,126",2,上行,BR18,文德,191,126,2,1,1,1,2025-07-15 20:16:54,2025-07-15 20:16:54
"157,112",2,上行,BR09,BR 大安,157,112,1,1,1,1,2025-07-15 20:16:44,2025-07-15 20:16:44
"195,122",2,上行,BR16,西湖,195,122,3,2,2,1,2025-07-15 20:16:17,2025-07-15 20:16:17
"1,30",2,上行,BR20,大湖公園,1,30,1,1,1,1,2025-07-15 20:16:12,2025-07-15 20:16:12
"9,4",1,下行,BR18,文德,9,4,1,1,1,1,2025-07-15 20:16:09,2025-07-15 20:16:09
"187,188",2,上行,BR04,萬芳醫院,187,188,1,1,1,1,2025-07-15 20:16:00,2025-07-15 20:16:00
"141,160",1,下行,BR23,南港軟體園區,141,160,1,1,1,2,2025-07-15 20:15:59,2025-07-15 20:15:59
"133,166",2,上行,BR24,BR 南港展覽館,133,166,1,1,1,1,2025-07-15 20:15:58,2025-07-15 20:15:58
"5,20",1,下行,BR08,科技大樓,5,20,3,2,3,2,2025-07-15 20:15:57,2025-07-15 20:15:57
"37,38",1,下行,BR04,萬芳醫院,37,38,1,1,1,1,2025-07-15 20:15:48,2025-07-15 20:15:48
"129,198",2,上行,BR12,中山國中,129,198,2,1,1,1,2025-07-15 20:15:48,2025-07-15 20:15:48
"197,132",1,下行,BR02,木柵,197,132,1,1,1,1,2025-07-15 20:15:44,2025-07-15 20:15:44
"7,32",2,上行,BR07,六張犁,7,32,1,1,1,1,2025-07-15 20:15:42,2025-07-15 20:15:42
"27,2",1,下行,BR01,動物園,27,2,1,1,1,1,2025-07-15 20:15:32,2025-07-15 20:15:32
"151,138",2,上行,BR21,葫洲,151,138,2,1,1,1,2025-07-15 20:15:19,2025-07-15 20:15:19
"107,178",2,上行,BR13,松山機場,107,178,2,2,1,1,2025-07-15 20:15:18,2025-07-15 20:15:18
"185,176",2,上行,BR23,南港軟體園區,185,176,1,1,1,1,2025-07-15 20:15:16,2025-07-15 20:15:16
"9,4",1,下行,BR19,內湖,9,4,1,1,1,1,2025-07-15 20:15:13,2025-07-15 20:15:13
"135,201",1,下行,BR06,麟光,135,201,1,2,1,1,2025-07-15 20:15:09,2025-07-15 20:15:09
"199,128",2,上行,BR05,辛亥,199,128,1,1,1,1,2025-07-15 20:15:01,2025-07-15 20:15:01
"157,112",2,上行,BR08,科技大樓,157,112,1,1,1,2,2025-07-15 20:14:59,2025-07-15 20:14:59
"35,14",1,下行,BR11,BR 南京復興,35,14,4,3,3,3,2025-07-15 20:14:45,2025-07-15 20:14:45
"41,34",2,上行,BR01,動物園,41,34,1,1,1,1,2025-07-15 20:14:38,2025-07-15 20:14:38
"1,30",2,上行,BR19,內湖,1,30,1,1,2,1,2025-07-15 20:14:36,2025-07-15 20:14:36
"5,20",1,下行,BR09,BR 大安,5,20,3,2,3,3,2025-07-15 20:14:17,2025-07-15 20:14:17
"141,160",1,下行,BR24,BR 南港展覽館,141,160,1,1,1,1,2025-07-15 20:14:17,2025-07-15 20:14:17
"191,126",2,上行,BR17,港漧,191,126,2,1,1,1,2025-07-15 20:14:05,2025-07-15 20:14:05
"7,32",2,上行,BR06,麟光,7,32,1,1,1,1,2025-07-15 20:14:02,2025-07-15 20:14:02
"175,190",1,下行,BR13,松山機場,175,190,2,2,2,3,2025-07-15 20:14:02,2025-07-15 20:14:02
"195,122",2,上行,BR15,劍南路,195,122,2,1,2,2,2025-07-15 20:14:01,2025-07-15 20:14:01
"187,188",2,上行,BR03,萬芳社區,187,188,1,1,1,1,2025-07-15 20:13:55,2025-07-15 20:13:55
"11,16",2,上行,BR24,BR 南港展覽館,11,16,1,1,1,1,2025-07-15 20:13:53,2025-07-15 20:13:53
"157,112",2,上行,BR07,六張犁,157,112,1,1,1,1,2025-07-15 20:13:51,2025-07-15 20:13:51
"129,198",2,上行,BR11,BR 南京復興,129,198,2,1,2,2,2025-07-15 20:13:47,2025-07-15 20:13:47
"37,38",1,下行,BR05,辛亥,37,38,1,2,1,1,2025-07-15 20:13:32,2025-07-15 20:13:32
"185,176",2,上行,BR22,東湖,185,176,1,1,1,1,2025-07-15 20:13:26,2025-07-15 20:13:26
"107,178",2,上行,BR12,中山國中,107,178,2,2,1,1,2025-07-15 20:13:24,2025-07-15 20:13:24
"157,112",2,上行,BR12,中山國中,157,112,2,1,2,2,2025-07-15 20:22:19,2025-07-15 20:22:19
"1,30",2,上行,BR23,南港軟體園區,1,30,1,1,2,1,2025-07-15 20:22:16,2025-07-15 20:22:16
"187,188",2,上行,BR07,六張犁,187,188,1,1,1,1,2025-07-15 20:22:12,2025-07-15 20:22:12
"7,32",2,上行,BR10,BR 忠孝復興,7,32,1,1,1,2,2025-07-15 20:22:11,2025-07-15 20:22:11
"11,16",1,下行,BR22,東湖,11,16,2,1,1,1,2025-07-15 20:22:10,2025-07-15 20:22:10
"135,201",1,下行,BR03,萬芳社區,135,201,3,3,1,1,2025-07-15 20:22:10,2025-07-15 20:22:10
"9,4",1,下行,BR15,劍南路,9,4,2,1,2,2,2025-07-15 20:22:01,2025-07-15 20:22:01
"141,160",1,下行,BR20,大湖公園,141,160,1,1,1,1,2025-07-15 20:21:57,2025-07-15 20:21:57
"129,198",2,上行,BR14,大直,129,198,1,1,1,1,2025-07-15 20:21:54,2025-07-15 20:21:54
"41,34",2,上行,BR05,辛亥,41,34,1,1,1,1,2025-07-15 20:21:46,2025-07-15 20:21:46
"183,118",1,下行,BR12,中山國中,183,118,3,3,2,3,2025-07-15 20:21:33,2025-07-15 20:21:33
"199,128",2,上行,BR08,科技大樓,199,128,1,1,1,1,2025-07-15 20:21:30,2025-07-15 20:21:30
"37,38",1,下行,BR01,動物園,37,38,1,1,1,1,2025-07-15 20:21:19,2025-07-15 20:21:19
"175,190",1,下行,BR10,BR 忠孝復興,175,190,2,2,2,3,2025-07-15 20:21:15,2025-07-15 20:21:15
"195,122",2,上行,BR19,內湖,195,122,1,2,1,1,2025-07-15 20:21:10,2025-07-15 20:21:10
"121,164",1,下行,BR14,大直,121,164,3,3,3,3,2025-07-15 20:21:04,2025-07-15 20:21:04
"157,112",2,上行,BR11,BR 南京復興,157,112,1,1,2,2,2025-07-15 20:20:52,2025-07-15 20:20:52
"107,178",2,上行,BR15,劍南路,107,178,1,1,1,2,2025-07-15 20:20:39,2025-07-15 20:20:39
"187,188",2,上行,BR06,麟光,187,188,1,1,1,1,2025-07-15 20:20:34,2025-07-15 20:20:34
"1,30",2,上行,BR22,東湖,1,30,1,1,1,1,2025-07-15 20:20:25,2025-07-15 20:20:25
"35,14",1,下行,BR08,科技大樓,35,14,3,3,3,2,2025-07-15 20:20:25,2025-07-15 20:20:25
"11,16",1,下行,BR23,南港軟體園區,11,16,2,1,1,1,2025-07-15 20:20:19,2025-07-15 20:20:19
"7,32",2,上行,BR09,BR 大安,7,32,1,1,1,1,2025-07-15 20:20:11,2025-07-15 20:20:11
"5,20",1,下行,BR06,麟光,5,20,2,2,2,2,2025-07-15 20:20:05,2025-07-15 20:20:05
"135,201",1,下行,BR04,萬芳醫院,135,201,1,1,1,1,2025-07-15 20:19:53,2025-07-15 20:19:53
"101,114",2,上行,BR16,西湖,101,114,2,2,2,2,2025-07-15 20:19:48,2025-07-15 20:19:48
"41,34",2,上行,BR04,萬芳醫院,41,34,1,1,1,1,2025-07-15 20:19:35,2025-07-15 20:19:35
"9,4",1,下行,BR16,西湖,9,4,2,1,2,3,2025-07-15 20:19:35,2025-07-15 20:19:35
"141,160",1,下行,BR21,葫洲,141,160,1,1,1,1,2025-07-15 20:19:32,2025-07-15 20:19:32
"195,122",2,上行,BR18,文德,195,122,2,2,2,2,2025-07-15 20:19:26,2025-07-15 20:19:26
"39,40",2,上行,BR02,木柵,39,40,1,1,1,1,2025-07-15 20:19:25,2025-07-15 20:19:25
"191,126",2,上行,BR20,大湖公園,191,126,1,1,1,1,2025-07-15 20:19:24,2025-07-15 20:19:24
"37,38",1,下行,BR02,木柵,37,38,1,1,1,1,2025-07-15 20:19:07,2025-07-15 20:19:07
"175,190",1,下行,BR11,BR 南京復興,175,190,3,2,2,3,2025-07-15 20:19:00,2025-07-15 20:19:00
"151,138",2,上行,BR23,南港軟體園區,151,138,2,2,1,1,2025-07-15 20:18:52,2025-07-15 20:18:52
"157,112",2,上行,BR10,BR 忠孝復興,157,112,1,1,2,2,2025-07-15 20:18:51,2025-07-15 20:18:51
"127,120",1,下行,BR19,內湖,127,120,1,1,1,1,2025-07-15 20:18:49,2025-07-15 20:18:49
"199,128",2,上行,BR07,六張犁,199,128,1,1,1,1,2025-07-15 20:18:48,2025-07-15 20:18:48
"35,14",1,下行,BR09,BR 大安,35,14,3,3,3,2,2025-07-15 20:18:45,2025-07-15 20:18:45
"1,30",2,上行,BR21,葫洲,1,30,1,1,1,1,2025-07-15 20:18:41,2025-07-15 20:18:41
"129,198",2,上行,BR13,松山機場,129,198,2,1,2,1,2025-07-15 20:18:38,2025-07-15 20:18:38
"107,178",2,上行,BR14,大直,107,178,2,1,1,2,2025-07-15 20:18:35,2025-07-15 20:18:35
"11,16",1,下行,BR24,BR 南港展覽館,11,16,1,1,1,1,2025-07-15 20:18:34,2025-07-15 20:18:34
"5,20",1,下行,BR07,六張犁,5,20,3,2,2,2,2025-07-15 20:18:26,2025-07-15 20:18:26
"7,32",2,上行,BR08,科技大樓,7,32,1,1,1,1,2025-07-15 20:18:19,2025-07-15 20:18:19
"187,188",2,上行,BR05,辛亥,187,188,1,1,1,1,2025-07-15 20:18:09,2025-07-15 20:18:09
"39,40",2,上行,BR06,麟光,39,40,1,1,1,1,2025-07-15 20:27:23,2025-07-15 20:27:23
"195,122",2,上行,BR22,東湖,195,122,1,1,1,1,2025-07-15 20:27:18,2025-07-15 20:27:18
"197,132",2,上行,BR04,萬芳醫院,197,132,1,1,1,1,2025-07-15 20:27:11,2025-07-15 20:27:11
"175,190",1,下行,BR07,六張犁,175,190,1,1,2,1,2025-07-15 20:27:07,2025-07-15 20:27:07
"35,14",1,下行,BR05,辛亥,35,14,2,2,1,1,2025-07-15 20:27:00,2025-07-15 20:27:00
"5,20",1,下行,BR03,萬芳社區,5,20,1,1,1,1,2025-07-15 20:26:56,2025-07-15 20:26:56
"37,38",2,上行,BR01,動物園,37,38,1,1,1,1,2025-07-15 20:26:48,2025-07-15 20:26:48
"43,36",1,下行,BR22,東湖,43,36,1,1,1,1,2025-07-15 20:26:40,2025-07-15 20:26:40
"187,188",2,上行,BR09,BR 大安,187,188,1,1,1,1,2025-07-15 20:26:39,2025-07-15 20:26:39
"11,16",1,下行,BR20,大湖公園,11,16,1,1,1,1,2025-07-15 20:26:19,2025-07-15 20:26:19
"129,198",2,上行,BR16,西湖,129,198,1,1,1,1,2025-07-15 20:26:17,2025-07-15 20:26:17
"121,164",1,下行,BR12,中山國中,121,164,3,3,3,4,2025-07-15 20:26:07,2025-07-15 20:26:07
"107,178",2,上行,BR18,文德,107,178,2,1,1,1,2025-07-15 20:26:06,2025-07-15 20:26:06
"183,118",1,下行,BR10,BR 忠孝復興,183,118,3,2,2,2,2025-07-15 20:25:57,2025-07-15 20:25:57
"41,34",2,上行,BR07,六張犁,41,34,1,1,1,1,2025-07-15 20:25:51,2025-07-15 20:25:51
"7,32",2,上行,BR12,中山國中,7,32,2,1,2,2,2025-07-15 20:25:49,2025-07-15 20:25:49
"135,201",1,下行,BR01,動物園,135,201,1,2,1,1,2025-07-15 20:25:34,2025-07-15 20:25:34
"191,126",2,上行,BR23,南港軟體園區,191,126,1,1,1,1,2025-07-15 20:25:21,2025-07-15 20:25:21
"157,112",2,上行,BR13,松山機場,157,112,1,1,1,1,2025-07-15 20:25:20,2025-07-15 20:25:20
"199,128",2,上行,BR10,BR 忠孝復興,199,128,1,1,2,2,2025-07-15 20:25:20,2025-07-15 20:25:20
"141,160",1,下行,BR18,文德,141,160,1,2,1,1,2025-07-15 20:25:18,2025-07-15 20:25:18
"39,40",2,上行,BR05,辛亥,39,40,1,1,1,1,2025-07-15 20:24:56,2025-07-15 20:24:56
"5,20",1,下行,BR04,萬芳醫院,5,20,1,1,1,1,2025-07-15 20:24:51,2025-07-15 20:24:51
"43,36",1,下行,BR23,南港軟體園區,43,36,1,1,1,1,2025-07-15 20:24:51,2025-07-15 20:24:51
"187,188",2,上行,BR08,科技大樓,187,188,1,1,1,1,2025-07-15 20:24:49,2025-07-15 20:24:49
"175,190",1,下行,BR08,科技大樓,175,190,2,2,2,2,2025-07-15 20:24:39,2025-07-15 20:24:39
"1,30",2,上行,BR24,BR 南港展覽館,1,30,1,1,1,1,2025-07-15 20:24:38,2025-07-15 20:24:38
"35,14",1,下行,BR06,麟光,35,14,2,2,1,1,2025-07-15 20:24:31,2025-07-15 20:24:31
"107,178",2,上行,BR17,港漧,107,178,2,1,1,1,2025-07-15 20:24:29,2025-07-15 20:24:29
"41,34",2,上行,BR06,麟光,41,34,1,1,1,1,2025-07-15 20:24:12,2025-07-15 20:24:12
"7,32",2,上行,BR11,BR 南京復興,7,32,2,1,2,2,2025-07-15 20:24:11,2025-07-15 20:24:11
"9,4",1,下行,BR14,大直,9,4,2,2,2,3,2025-07-15 20:24:07,2025-07-15 20:24:07
"11,16",1,下行,BR21,葫洲,11,16,1,1,1,1,2025-07-15 20:24:04,2025-07-15 20:24:04
"129,198",2,上行,BR15,劍南路,129,198,1,1,1,2,2025-07-15 20:23:49,2025-07-15 20:23:49
"183,118",1,下行,BR11,BR 南京復興,183,118,3,3,2,2,2025-07-15 20:23:43,2025-07-15 20:23:43
"135,201",1,下行,BR02,木柵,135,201,2,3,1,1,2025-07-15 20:23:24,2025-07-15 20:23:24
"41,34",2,上行,BR10,BR 忠孝復興,41,34,2,1,1,1,2025-07-15 20:32:23,2025-07-15 20:32:23
"187,188",2,上行,BR12,中山國中,187,188,2,2,1,2,2025-07-15 20:32:17,2025-07-15 20:32:17
"141,160",1,下行,BR15,劍南路,141,160,2,1,2,1,2025-07-15 20:32:10,2025-07-15 20:32:10
"7,32",2,上行,BR14,大直,7,32,1,1,2,1,2025-07-15 20:32:00,2025-07-15 20:32:00
"183,118",1,下行,BR07,六張犁,183,118,1,1,2,3,2025-07-15 20:31:51,2025-07-15 20:31:51
"197,132",2,上行,BR06,麟光,197,132,1,1,1,1,2025-07-15 20:31:47,2025-07-15 20:31:47
"37,38",2,上行,BR04,萬芳醫院,37,38,1,1,1,1,2025-07-15 20:31:43,2025-07-15 20:31:43
"39,40",2,上行,BR08,科技大樓,39,40,1,1,1,1,2025-07-15 20:31:40,2025-07-15 20:31:40
"107,178",2,上行,BR21,葫洲,107,178,1,1,1,1,2025-07-15 20:31:30,2025-07-15 20:31:30
"11,16",1,下行,BR17,港漧,11,16,1,1,1,1,2025-07-15 20:31:24,2025-07-15 20:31:24
"35,14",1,下行,BR03,萬芳社區,35,14,1,1,1,1,2025-07-15 20:31:23,2025-07-15 20:31:23
"175,190",1,下行,BR05,辛亥,175,190,1,1,1,1,2025-07-15 20:31:12,2025-07-15 20:31:12
"1,30",1,下行,BR22,東湖,1,30,2,1,1,1,2025-07-15 20:31:11,2025-07-15 20:31:11
"129,198",2,上行,BR19,內湖,129,198,1,1,2,2,2025-07-15 20:31:05,2025-07-15 20:31:05
"43,36",1,下行,BR20,大湖公園,43,36,1,1,1,1,2025-07-15 20:30:49,2025-07-15 20:30:49
"121,164",1,下行,BR10,BR 忠孝復興,121,164,3,3,2,3,2025-07-15 20:30:48,2025-07-15 20:30:48
"157,112",2,上行,BR15,劍南路,157,112,1,1,1,1,2025-07-15 20:30:45,2025-07-15 20:30:45
"195,122",2,上行,BR24,BR 南港展覽館,195,122,1,1,1,1,2025-07-15 20:30:41,2025-07-15 20:30:41
"9,4",1,下行,BR12,中山國中,9,4,2,2,2,3,2025-07-15 20:30:40,2025-07-15 20:30:40
"187,188",2,上行,BR11,BR 南京復興,187,188,2,2,1,2,2025-07-15 20:30:39,2025-07-15 20:30:39
"5,20",1,下行,BR01,動物園,5,20,1,1,1,1,2025-07-15 20:30:32,2025-07-15 20:30:32
"41,34",2,上行,BR09,BR 大安,41,34,1,1,1,1,2025-07-15 20:30:22,2025-07-15 20:30:22
"127,120",1,下行,BR14,大直,127,120,2,2,1,1,2025-07-15 20:30:02,2025-07-15 20:30:02
"11,16",1,下行,BR18,文德,11,16,1,1,1,1,2025-07-15 20:29:38,2025-07-15 20:29:38
"37,38",2,上行,BR03,萬芳社區,37,38,1,1,1,1,2025-07-15 20:29:37,2025-07-15 20:29:37
"197,132",2,上行,BR05,辛亥,197,132,1,1,1,1,2025-07-15 20:29:33,2025-07-15 20:29:33
"129,198",2,上行,BR18,文德,129,198,1,1,1,1,2025-07-15 20:29:28,2025-07-15 20:29:28
"107,178",2,上行,BR20,大湖公園,107,178,1,1,1,1,2025-07-15 20:29:26,2025-07-15 20:29:26
"183,118",1,下行,BR08,科技大樓,183,118,2,2,2,2,2025-07-15 20:29:21,2025-07-15 20:29:21
"1,30",1,下行,BR23,南港軟體園區,1,30,2,1,1,1,2025-07-15 20:29:19,2025-07-15 20:29:19
"35,14",1,下行,BR04,萬芳醫院,35,14,1,1,1,1,2025-07-15 20:29:17,2025-07-15 20:29:17
"199,128",2,上行,BR12,中山國中,199,128,1,1,2,2,2025-07-15 20:29:08,2025-07-15 20:29:08
"39,40",2,上行,BR07,六張犁,39,40,1,1,1,1,2025-07-15 20:29:02,2025-07-15 20:29:02
"121,164",1,下行,BR11,BR 南京復興,121,164,3,3,3,3,2025-07-15 20:28:46,2025-07-15 20:28:46
"175,190",1,下行,BR06,麟光,175,190,1,1,1,1,2025-07-15 20:28:44,2025-07-15 20:28:44
"7,32",2,上行,BR13,松山機場,7,32,1,1,2,2,2025-07-15 20:28:42,2025-07-15 20:28:42
"187,188",2,上行,BR10,BR 忠孝復興,187,188,2,2,1,2,2025-07-15 20:28:39,2025-07-15 20:28:39
"157,112",2,上行,BR14,大直,157,112,1,1,1,1,2025-07-15 20:28:38,2025-07-15 20:28:38
"195,122",2,上行,BR23,南港軟體園區,195,122,1,1,1,1,2025-07-15 20:28:31,2025-07-15 20:28:31
"41,34",2,上行,BR08,科技大樓,41,34,1,1,1,1,2025-07-15 20:28:30,2025-07-15 20:28:30
"141,160",1,下行,BR16,西湖,141,160,1,2,2,2,2025-07-15 20:28:30,2025-07-15 20:28:30
"37,38",2,上行,BR02,木柵,37,38,1,1,1,1,2025-07-15 20:28:24,2025-07-15 20:28:24
"43,36",1,下行,BR21,葫洲,43,36,1,1,1,1,2025-07-15 20:28:22,2025-07-15 20:28:22
"111,142",2,上行,BR15,劍南路,111,142,2,2,1,2,2025-07-15 20:28:18,2025-07-15 20:28:18
"5,20",1,下行,BR02,木柵,5,20,1,1,1,1,2025-07-15 20:28:09,2025-07-15 20:28:09
"39,40",2,上行,BR11,BR 南京復興,39,40,2,2,2,2,2025-07-15 20:37:26,2025-07-15 20:37:26
"191,126",1,下行,BR21,葫洲,191,126,1,1,1,1,2025-07-15 20:37:21,2025-07-15 20:37:21
"107,178",2,上行,BR24,BR 南港展覽館,107,178,1,1,1,1,2025-07-15 20:37:11,2025-07-15 20:37:11
"199,128",2,上行,BR15,劍南路,199,128,1,1,2,1,2025-07-15 20:37:03,2025-07-15 20:37:03
"1,30",1,下行,BR19,內湖,1,30,1,1,1,1,2025-07-15 20:36:57,2025-07-15 20:36:57
"175,190",1,下行,BR02,木柵,175,190,1,1,1,1,2025-07-15 20:36:45,2025-07-15 20:36:45
"9,4",1,下行,BR09,BR 大安,9,4,3,3,3,3,2025-07-15 20:36:39,2025-07-15 20:36:39
"7,32",2,上行,BR16,西湖,7,32,1,1,2,1,2025-07-15 20:36:24,2025-07-15 20:36:24
"129,198",2,上行,BR22,東湖,129,198,1,1,1,1,2025-07-15 20:36:20,2025-07-15 20:36:20
"37,38",2,上行,BR06,麟光,37,38,1,1,1,1,2025-07-15 20:36:20,2025-07-15 20:36:20
"157,112",2,上行,BR18,文德,157,112,2,1,1,1,2025-07-15 20:36:13,2025-07-15 20:36:13
"197,132",2,上行,BR08,科技大樓,197,132,1,1,1,2,2025-07-15 20:36:12,2025-07-15 20:36:12
"121,164",1,下行,BR07,六張犁,121,164,3,3,2,2,2025-07-15 20:36:03,2025-07-15 20:36:03
"41,34",2,上行,BR12,中山國中,41,34,3,1,2,1,2025-07-15 20:36:00,2025-07-15 20:36:00
"183,118",1,下行,BR05,辛亥,183,118,1,1,1,1,2025-07-15 20:35:57,2025-07-15 20:35:57
"43,36",1,下行,BR17,港漧,43,36,2,1,1,1,2025-07-15 20:35:54,2025-07-15 20:35:54
"135,201",2,上行,BR04,萬芳醫院,135,201,1,1,1,1,2025-07-15 20:35:49,2025-07-15 20:35:49
"191,126",1,下行,BR22,東湖,191,126,1,1,1,1,2025-07-15 20:35:38,2025-07-15 20:35:38
"175,190",1,下行,BR03,萬芳社區,175,190,1,1,1,1,2025-07-15 20:35:33,2025-07-15 20:35:33
"11,16",1,下行,BR15,劍南路,11,16,2,1,1,1,2025-07-15 20:35:30,2025-07-15 20:35:30
"39,40",2,上行,BR10,BR 忠孝復興,39,40,1,1,1,2,2025-07-15 20:35:27,2025-07-15 20:35:27
"1,30",1,下行,BR20,大湖公園,1,30,1,1,1,1,2025-07-15 20:35:21,2025-07-15 20:35:21
"199,128",2,上行,BR14,大直,199,128,1,1,2,1,2025-07-15 20:35:16,2025-07-15 20:35:16
"129,198",2,上行,BR21,葫洲,129,198,1,1,2,1,2025-07-15 20:35:14,2025-07-15 20:35:14
"187,188",2,上行,BR13,松山機場,187,188,2,2,1,2,2025-07-15 20:35:07,2025-07-15 20:35:07
"9,4",1,下行,BR10,BR 忠孝復興,9,4,2,3,3,2,2025-07-15 20:34:53,2025-07-15 20:34:53
"35,14",1,下行,BR01,動物園,35,14,1,1,1,1,2025-07-15 20:34:49,2025-07-15 20:34:49
"127,120",1,下行,BR12,中山國中,127,120,3,2,1,1,2025-07-15 20:34:48,2025-07-15 20:34:48
"157,112",2,上行,BR17,港漧,157,112,2,1,1,1,2025-07-15 20:34:35,2025-07-15 20:34:35
"41,34",2,上行,BR11,BR 南京復興,41,34,3,1,2,1,2025-07-15 20:34:22,2025-07-15 20:34:22
"135,201",2,上行,BR03,萬芳社區,135,201,1,1,1,1,2025-07-15 20:34:11,2025-07-15 20:34:11
"43,36",1,下行,BR18,文德,43,36,1,1,1,1,2025-07-15 20:34:08,2025-07-15 20:34:08
"199,128",2,上行,BR13,松山機場,199,128,1,1,2,2,2025-07-15 20:34:05,2025-07-15 20:34:05
"7,32",2,上行,BR15,劍南路,7,32,1,1,2,1,2025-07-15 20:34:04,2025-07-15 20:34:04
"107,178",2,上行,BR22,東湖,107,178,1,1,1,1,2025-07-15 20:34:00,2025-07-15 20:34:00
"37,38",2,上行,BR05,辛亥,37,38,1,1,1,1,2025-07-15 20:33:55,2025-07-15 20:33:55
"191,126",1,下行,BR23,南港軟體園區,191,126,1,1,1,1,2025-07-15 20:33:51,2025-07-15 20:33:51
"121,164",1,下行,BR08,科技大樓,121,164,3,3,2,2,2025-07-15 20:33:47,2025-07-15 20:33:47
"101,114",2,上行,BR24,BR 南港展覽館,101,114,1,2,1,1,2025-07-15 20:33:46,2025-07-15 20:33:46
"197,132",2,上行,BR07,六張犁,197,132,1,1,1,1,2025-07-15 20:33:35,2025-07-15 20:33:35
"39,40",2,上行,BR09,BR 大安,39,40,1,1,1,2,2025-07-15 20:33:32,2025-07-15 20:33:32
"175,190",1,下行,BR04,萬芳醫院,175,190,1,1,1,1,2025-07-15 20:33:27,2025-07-15 20:33:27
"127,120",1,下行,BR13,松山機場,127,120,2,2,1,1,2025-07-15 20:33:17,2025-07-15 20:33:17
"141,160",1,下行,BR14,大直,141,160,1,2,2,2,2025-07-15 20:33:10,2025-07-15 20:33:10
